dwa_id,dwa_title,automation_feasibility_today,llm_exposure,physical_embodiment_required,interpersonal_demand,judgment_under_uncertainty,accountability_requirement,error_cost,verdict,confidence,rationale,rubric_version,model,scored_at,n_raters,score_disagreement,raters
4.A.2.b.1.j.5,Select production input materials.,45.0,56.0,27.5,15.0,40.0,35.0,42.5,augmentable,medium,"ERP/MRP and supplier-optimisation systems already automate routine input selection against specs and cost, but the binding constraint is verifying actual material quality and supply-chain tradeoffs that require physical inspection and vendor negotiation.",2026-09-16.1,claude-opus-5,2026-09-16T21:58:29Z,2,7.4,claude-opus-5;claude-sonnet-5
4.A.2.b.1.j.8,Select medical equipment for addressing patient needs.,12.5,50.0,35.0,42.5,60.0,80.0,75.0,human_anchored,medium,"Matching equipment to a specific patient's anatomy, function and tolerance requires in-person assessment and fitting, and a licensed clinician must own the selection for safety and liability reasons.",2026-09-16.1,claude-opus-5,2026-09-16T21:58:29Z,2,7.1,claude-opus-5;claude-sonnet-5
4.A.2.b.2.a.1,Develop treatment plans for patients or clients.,11.5,63.5,15.0,62.5,73.5,85.0,77.5,human_anchored,high,"Models can draft coherent, guideline-consistent plans, but licensure and duty-of-care mean a named professional must author and sign the plan, and plan quality depends on relational elicitation of the client's goals and constraints.",2026-09-16.1,claude-opus-5,2026-09-16T21:58:29Z,2,8.1,claude-opus-5;claude-sonnet-5
4.A.2.b.2.a.2,Develop medical treatment plans.,8.5,65.0,15.0,57.5,79.0,92.5,90.0,human_anchored,high,"Medical treatment planning is squarely within LLM reasoning reach as drafting, yet prescribing authority and malpractice liability legally bind the decision to a licensed physician.",2026-09-16.1,claude-opus-5,2026-09-16T21:58:29Z,2,7.0,claude-opus-5;claude-sonnet-5
4.A.2.b.2.a.3,Develop exercise or conditioning programs.,44.0,70.0,17.5,45.0,45.0,40.0,35.0,augmentable,medium,Commercial fitness and rehab apps already generate individualised conditioning programs algorithmically; what still requires a human is screening for contraindications and adjusting to observed movement quality.,2026-09-16.1,claude-opus-5,2026-09-16T21:58:29Z,2,7.6,claude-opus-5;claude-sonnet-5
4.A.2.b.2.a.5,Modify treatment plans to accommodate client needs.,11.5,59.0,15.0,69.0,72.5,83.5,75.0,human_anchored,high,"The substance is negotiating adherence, preferences and life circumstances with the client, and any deviation from the standard plan must be justified by an accountable practitioner.",2026-09-16.1,claude-opus-5,2026-09-16T21:58:29Z,2,10.1,claude-opus-5;claude-sonnet-5
4.A.2.b.2.a.6,Develop treatment plans that use non-medical therapies.,15.0,60.0,20.0,63.5,68.5,70.0,57.5,human_anchored,medium,"Non-medical therapeutic planning rests on a sustained therapeutic alliance and weakly codified evidence, so the practitioner's read of the person, not information retrieval, is the limiting input.",2026-09-16.1,claude-opus-5,2026-09-16T21:58:29Z,2,10.7,claude-opus-5;claude-sonnet-5
4.A.2.b.2.a.7,Establish treatment goals.,12.5,60.0,10.0,73.5,69.0,75.0,62.5,human_anchored,medium,Goal-setting is a collaborative act of eliciting and calibrating a patient's own aspirations against clinical realism; the shared commitment is the deliverable and cannot be outsourced to a system.,2026-09-16.1,claude-opus-5,2026-09-16T21:58:29Z,2,7.0,claude-opus-5;claude-sonnet-5
4.A.2.b.2.b.1,Develop software or computer applications.,37.5,88.5,2.5,22.5,47.5,40.0,42.5,augmentable,high,"Code generation is the strongest current LLM capability and agentic tools now complete whole features, but requirement ambiguity, integration with legacy context and review for correctness still gate end-to-end autonomy.",2026-09-16.1,claude-opus-5,2026-09-16T21:58:29Z,2,8.9,claude-opus-5;claude-sonnet-5
4.A.2.b.2.b.10,Design software applications.,31.0,85.0,2.5,27.5,56.5,42.5,45.0,augmentable,high,"Architectural design involves contested tradeoffs over cost, scale and maintainability elicited from stakeholders; models produce credible design options but cannot resolve which organisational constraints dominate.",2026-09-16.1,claude-opus-5,2026-09-16T21:58:29Z,2,10.0,claude-opus-5;claude-sonnet-5
4.A.2.b.2.b.11,Design healthcare-related software applications.,21.0,81.0,4.0,32.5,59.0,67.5,67.5,augmentable,medium,"Same design reasoning as general software but bound by HIPAA, safety-critical validation and device regulation, which require a named human to attest to design controls.",2026-09-16.1,claude-opus-5,2026-09-16T21:58:29Z,2,12.1,claude-opus-5;claude-sonnet-5
4.A.2.b.2.b.12,Apply information technology to solve business or other applied problems.,27.5,80.0,6.5,37.5,57.5,42.5,40.0,augmentable,medium,"Translating a messy business problem into a technical solution is heavily LLM-assisted in analysis and prototyping, but the binding constraint is diagnosing the real organisational problem with stakeholders who state it imprecisely.",2026-09-16.1,claude-opus-5,2026-09-16T21:58:29Z,2,10.4,claude-opus-5;claude-sonnet-5
4.A.2.b.2.b.2,Develop computer or information systems.,27.5,82.5,7.5,30.0,52.5,50.0,52.5,augmentable,high,"Coding agents now generate and integrate substantial system components, but eliciting requirements from stakeholders and owning architectural trade-offs across a live organisation still requires a human to hold the thread.",2026-09-16.1,claude-opus-5,2026-09-16T21:58:34Z,2,10.7,claude-opus-5;claude-sonnet-5
4.A.2.b.2.b.3,Design computer modeling or simulation programs.,32.5,80.0,5.0,17.5,60.0,42.5,50.0,augmentable,medium,The binding constraint is validation: models write simulation code fluently but cannot certify that the abstraction faithfully represents the modelled physical or economic system.,2026-09-16.1,claude-opus-5,2026-09-16T21:58:34Z,2,5.0,claude-opus-5;claude-sonnet-5
4.A.2.b.2.b.4,Develop computer or online applications.,40.0,85.0,5.0,22.5,50.0,40.0,42.5,augmentable,high,"Greenfield application code is the single most automatable knowledge task today; what still fails is sustained autonomy over integration, ambiguous specs and production consequences.",2026-09-16.1,claude-opus-5,2026-09-16T21:58:34Z,2,4.3,claude-opus-5;claude-sonnet-5
4.A.2.b.2.b.5,Design integrated computer systems.,25.0,70.0,17.5,35.0,67.5,57.5,60.0,augmentable,medium,"Integration design depends on undocumented legacy interfaces, vendor constraints and hardware realities that a model cannot inspect or negotiate on its own.",2026-09-16.1,claude-opus-5,2026-09-16T21:58:34Z,2,7.9,claude-opus-5;claude-sonnet-5
4.A.2.b.2.b.6,Develop software or applications for scientific or technical use.,30.0,80.0,7.5,20.0,60.0,47.5,55.0,augmentable,medium,"Scientific software is textual and highly LLM-exposed, but correctness must be anchored to domain theory and experimental ground truth that only the responsible researcher can attest to.",2026-09-16.1,claude-opus-5,2026-09-16T21:58:34Z,2,5.7,claude-opus-5;claude-sonnet-5
4.A.2.b.2.b.7,Modify software programs to improve performance.,47.5,84.0,5.0,10.0,45.0,35.0,40.0,augmentable,high,"Profiling data plus code gives a closed feedback loop that models exploit well; the limit is regression risk in large unfamiliar codebases, which still needs human review before merge.",2026-09-16.1,claude-opus-5,2026-09-16T21:58:34Z,2,3.3,claude-opus-5;claude-sonnet-5
4.A.2.b.2.b.8,Design websites or web applications.,55.0,85.0,5.0,25.0,37.5,25.0,25.0,augmentable,high,"Template and generative site builders already ship end-to-end for commodity cases; bespoke brand, accessibility and conversion judgment is what keeps a designer in the loop.",2026-09-16.1,claude-opus-5,2026-09-16T21:58:34Z,2,6.4,claude-opus-5;claude-sonnet-5
4.A.2.b.2.b.9,Design video game features or details.,22.5,65.0,5.0,35.0,62.5,20.0,20.0,augmentable,medium,"Game feel is validated by iterative playtesting against human taste, an evaluation signal models cannot generate internally even though they ideate and prototype quickly.",2026-09-16.1,claude-opus-5,2026-09-16T21:58:34Z,2,8.6,claude-opus-5;claude-sonnet-5
4.A.2.b.2.c.3,Develop marketing plans or strategies.,30.0,77.5,5.0,42.5,70.0,40.0,40.0,augmentable,medium,"Models draft credible strategy from data, but committing budget requires reading internal politics and betting on contested assumptions about competitor and consumer response.",2026-09-16.1,claude-opus-5,2026-09-16T21:58:34Z,2,7.1,claude-opus-5;claude-sonnet-5
4.A.2.b.2.d.1,Create new recipes or food presentations.,15.0,55.0,62.5,17.5,52.5,20.0,20.0,resistant,high,"Taste, aroma and plating must be iterated by a body in a kitchen; text generation can only propose combinations it cannot evaluate.",2026-09-16.1,claude-opus-5,2026-09-16T21:58:34Z,2,13.6,claude-opus-5;claude-sonnet-5
4.A.2.b.2.d.2,Plan menu options.,35.0,70.0,20.0,27.5,45.0,25.0,22.5,augmentable,medium,"Menu planning is largely constraint optimisation over cost, seasonality and demand data that software handles well, but final selection depends on tasted quality and local clientele knowledge.",2026-09-16.1,claude-opus-5,2026-09-16T21:58:34Z,2,10.0,claude-opus-5;claude-sonnet-5
4.A.2.b.2.e.1,Develop healthcare quality and safety procedures.,15.0,67.5,7.5,42.5,72.5,87.5,80.0,human_anchored,high,"Drafting protocol text is highly model-exposed, but regulators and accreditation bodies require a named clinical leader to approve procedures on which patient safety depends.",2026-09-16.1,claude-opus-5,2026-09-16T21:58:34Z,2,10.7,claude-opus-5;claude-sonnet-5
4.A.2.b.2.e.2,"Develop safety standards, policies, or procedures.",16.5,66.5,7.5,35.0,65.0,82.5,75.0,augmentable,high,"Drafting standards text is highly tractable for language models, but the binding constraint is that safety policy must be adopted and signed by an accountable officer with knowledge of site-specific hazards and regulatory exposure.",2026-09-16.1,claude-opus-5,2026-09-16T21:58:31Z,2,9.4,claude-opus-5;claude-sonnet-5
4.A.2.b.2.e.3,Establish rules or policies governing student behavior.,12.5,57.5,7.5,55.0,60.0,70.0,42.5,augmentable,medium,"Model can generate conduct codes, but legitimacy with students, parents and school boards depends on a named educator's authority and relational standing, which cannot be delegated to software.",2026-09-16.1,claude-opus-5,2026-09-16T21:58:31Z,2,11.4,claude-opus-5;claude-sonnet-5
4.A.2.b.2.e.4,Develop fire safety or prevention programs or plans.,17.5,61.0,20.0,30.0,57.5,84.0,86.0,augmentable,high,"Fire plans follow codified codes that LLMs handle well, but they require on-site inspection of building conditions and sign-off by a licensed fire protection professional or marshal.",2026-09-16.1,claude-opus-5,2026-09-16T21:58:31Z,2,11.7,claude-opus-5;claude-sonnet-5
4.A.2.b.2.f.1,Develop database parameters or specifications.,45.0,81.5,4.0,22.5,42.5,32.5,40.0,augmentable,high,Schema and parameter design is pure symbolic work well within model capability; the constraint is eliciting real business requirements and owning downstream performance and migration consequences.,2026-09-16.1,claude-opus-5,2026-09-16T21:58:31Z,2,10.0,claude-opus-5;claude-sonnet-5
4.A.2.b.2.f.2,Develop technical or scientific databases.,37.5,77.5,6.5,20.0,45.0,35.0,40.0,augmentable,medium,"Model-generated DDL and ingestion code is already practical, but domain-specific data semantics, provenance and curation decisions still require a scientist's involvement.",2026-09-16.1,claude-opus-5,2026-09-16T21:58:31Z,2,6.1,claude-opus-5;claude-sonnet-5
4.A.2.b.2.f.4,Create databases to store electronic data.,63.5,81.5,4.0,12.5,25.0,22.5,27.5,largely_automatable,high,"Instantiating a database from a specification is scripted, reversible and routinely handled by templates, provisioning tools and code-generating assistants.",2026-09-16.1,claude-opus-5,2026-09-16T21:58:31Z,2,6.1,claude-opus-5;claude-sonnet-5
4.A.2.b.2.g.1,Plan natural resources conservation or restoration programs.,11.0,59.0,32.5,45.0,75.0,62.5,60.0,resistant,medium,"Conservation planning hinges on contested ecological judgment, field reconnaissance and negotiation among landowners, agencies and stakeholders rather than on document production.",2026-09-16.1,claude-opus-5,2026-09-16T21:58:31Z,2,14.3,claude-opus-5;claude-sonnet-5
4.A.2.b.2.g.2,Develop environmental remediation or protection plans.,13.5,63.5,27.5,35.0,72.5,77.5,75.0,augmentable,medium,Remediation plans are regulatory documents that must be stamped by a licensed engineer or geologist and rest on site characterisation data gathered in the field.,2026-09-16.1,claude-opus-5,2026-09-16T21:58:31Z,2,13.6,claude-opus-5;claude-sonnet-5
4.A.2.b.2.g.3,Develop environmental sustainability plans or projects.,20.0,70.0,12.5,40.0,62.5,50.0,42.5,augmentable,medium,"Sustainability planning is largely analysis and narrative synthesis that models do well, but target-setting requires organisational buy-in and executive ownership of commitments.",2026-09-16.1,claude-opus-5,2026-09-16T21:58:31Z,2,10.7,claude-opus-5;claude-sonnet-5
4.A.2.b.2.g.4,Develop plans to manage natural or renewable resources.,13.5,62.5,27.5,37.5,71.5,62.5,62.5,resistant,medium,"Resource management plans depend on locally observed stock conditions and irreducibly contested trade-offs among competing users, with statutory decision authority resting on an agency official.",2026-09-16.1,claude-opus-5,2026-09-16T21:58:31Z,2,14.4,claude-opus-5;claude-sonnet-5
4.A.2.b.2.i.1,Develop health assessment methods or programs.,12.5,66.5,7.5,42.5,70.0,82.5,75.0,augmentable,medium,"Designing screening instruments and programs is evidence-synthesis work suited to models, but clinical validity and population impact require accountable licensed health professionals.",2026-09-16.1,claude-opus-5,2026-09-16T21:58:31Z,2,9.0,claude-opus-5;claude-sonnet-5
4.A.2.b.2.j.1,Develop promotional materials.,56.5,83.5,10.0,20.0,32.5,22.5,20.0,largely_automatable,high,"Generative text and image tools already produce deployable promotional copy and creative at scale; the residual human role is brand judgment and legal review, and errors are cheap to correct.",2026-09-16.1,claude-opus-5,2026-09-16T21:58:31Z,2,7.1,claude-opus-5;claude-sonnet-5
4.A.2.b.2.j.3,Develop content for sales presentations or other materials.,56.5,86.5,4.5,22.5,32.5,22.5,18.5,largely_automatable,medium,"Generating persuasive copy, decks and supporting collateral from product and customer data is squarely what generative models already do end-to-end; the binding constraint is only access to accurate internal product/pricing facts and brand sign-off.",2026-09-16.1,claude-opus-5,2026-09-16T21:59:00Z,2,5.6,claude-opus-5;claude-sonnet-5
