dwa_id,dwa_title,susceptibility,exposure,anchoring,stakes,deployment_gap,verdict,confidence,n_occupations,n_tasks,rationale
4.A.2.b.2.s.4,Design research studies to obtain scientific information.,66.5,74.0,41.0,58.0,51.5,augmentable,medium,6,10,"Study design is reasoning over confounds, power and feasibility that models can draft competently, but the choice of what question is worth asking and the ethical/scientific warrant for the design remain attributed to a named investigator."
4.A.4.a.2.g.8,Report maintenance or equipment problems to appropriate personnel.,66.5,57.5,24.5,33.0,-16.0,largely_automatable,medium,1,1,"Sensor telemetry, condition monitoring and automated work-order ticketing already detect and route equipment faults end-to-end; the residual human role is noticing problems that instrumentation does not cover."
4.A.4.b.4.j.36,Coordinate resource procurement activities.,66.5,69.0,35.9,46.2,21.5,augmentable,medium,2,2,"E-procurement systems already automate requisition, sourcing and reordering; supplier negotiation and contract commitment remain human-signed."
4.A.2.b.6.b.9,Plan production or operational procedures or sequences.,66.4,70.0,37.2,53.8,30.0,augmentable,medium,2,2,"Production sequencing is a mature domain for APS and scheduling optimizers, but equipment quirks, quality and safety consequences keep a process engineer signing off."
4.A.3.b.1.a.4,Program robotic equipment.,66.4,67.5,34.6,50.0,25.0,augmentable,medium,3,12,"Path and logic generation can be drafted or synthesized offline, but teaching points, fixturing tolerances and safety validation of a moving machine require on-site commissioning by an accountable engineer."
4.A.4.a.3.b.6,Explain project details to the general public.,66.4,72.5,39.7,36.2,37.5,resistant,medium,7,7,"Drafting the explanation is easy for a model, but the activity typically means facing skeptical stakeholders at public meetings, where credibility and live handling of objections are the actual work."
4.A.4.c.2.a.5,Recruit personnel.,66.3,68.0,35.4,35.0,29.0,augmentable,medium,5,5,"Sourcing, outreach copy and resume matching are already heavily tool-driven, but converting passive candidates depends on persuasion and relationship-building by a recruiter."
4.A.4.c.3.a.6,Maintain the inventory of equipment.,66.3,57.5,24.9,25.0,-3.5,augmentable,medium,2,3,"Asset-tracking software handles the ledger, calibration schedules and reorder alerts; someone must still locate, tag and physically verify equipment, and asset accountability is usually assigned to a named custodian."
4.A.1.a.2.j.3,Monitor computer system performance to ensure proper operation.,66.2,52.5,20.1,41.2,-27.5,largely_automatable,high,5,6,System observability stacks with automated alerting and self-healing runbooks already own continuous performance monitoring end-to-end in mainstream IT operations.
4.A.3.b.6.h.12,Maintain student records.,66.2,52.5,20.0,47.5,-15.0,largely_automatable,high,20,20,"Student information systems already handle entry, updates and reporting by rule; the remaining constraint is privacy/records-custodian accountability rather than capability."
4.A.1.a.1.j.1,Research impacts of environmental conservation initiatives.,66.1,72.5,40.3,41.2,50.0,augmentable,medium,8,11,Evaluating conservation outcomes hinges on contested counterfactual attribution and field monitoring; models can synthesise evidence but cannot settle the causal claim.
4.A.1.a.2.b.15,Monitor the productivity or efficiency of industrial operations.,66.1,56.0,23.8,31.2,-17.5,largely_automatable,medium,9,10,MES and OEE dashboards already compute and report throughput and efficiency continuously from instrumented lines; the residual human role is interpreting causes and deciding interventions.
4.A.2.a.1.b.1,Evaluate program effectiveness.,66.1,70.0,37.8,48.8,45.0,augmentable,medium,1,1,"Data synthesis, indicator construction and report drafting are highly model-exposed, but attributing outcomes to a program and defending that causal claim to stakeholders remains a contested human judgment."
4.A.2.a.1.b.4,Evaluate effectiveness of personnel policies or practices.,66.1,70.0,37.8,51.2,45.0,augmentable,medium,1,1,"HR analytics platforms already surface policy impacts on turnover and equity, but legal exposure and employee-relations nuance keep an accountable HR professional in the loop."
4.A.1.a.2.b.1,Monitor industrial energy consumption or management.,65.9,52.5,20.6,33.0,-26.5,largely_automatable,high,2,3,Metering plus energy-management software performs continuous consumption tracking and anomaly detection end-to-end; humans mainly set targets and act on exceptions.
4.A.4.b.1.c.2,"Communicate technical information to suppliers, contractors, or regulatory agencies.",65.9,72.5,40.6,60.0,47.5,augmentable,medium,7,8,"Translating and transmitting technical specifications is near-pure information work for a model, yet accuracy of what is certified to regulators or suppliers carries liability requiring a named human attestor."
4.A.4.b.1.f.6,Assign duties or work schedules to employees.,65.9,65.0,33.1,40.0,14.0,augmentable,medium,5,5,"The optimization is solved by software, but actually assigning duties is an exercise of supervisory authority over named employees, with labor-relations consequences a system cannot own."
4.A.2.b.2.o.9,"Design layout of art or product exhibits, displays, or promotional materials.",65.7,62.5,31.1,21.8,21.0,augmentable,medium,2,2,"Generative image and layout tools can produce strong concept options, but the design must be resolved against a real physical space, sightlines and materials, and client taste negotiation anchors the final call to a human."
4.A.2.a.4.e.1,Evaluate technical data to determine effect on designs or plans.,65.6,68.5,37.2,62.5,36.0,augmentable,medium,6,6,"Propagating a technical finding through a design requires integrating tacit constraints and code obligations, and in licensed engineering contexts a named professional must sign off on the design change."
4.A.2.b.2.o.5,Create electrical schematics.,65.6,60.0,28.9,56.5,16.5,augmentable,medium,3,7,"EDA tools already auto-generate netlists, symbols and routing, and models can draft standard circuits, but code-compliant and safe topology selection still requires qualified human sign-off."
4.A.4.b.6.d.1,Provide technical guidance to other personnel.,65.6,72.5,41.2,40.0,45.0,augmentable,medium,15,15,"Explaining technical matter is squarely in a language model's strength, but guiding personnel means diagnosing what the colleague actually misunderstands and staying answerable for the outcome of their work."
4.A.1.a.2.j.2,Monitor the performance of computer networks.,65.5,52.5,21.6,43.8,-26.5,largely_automatable,high,5,7,"Network telemetry is machine-readable and thresholding/alerting is a solved, commercially standard function; humans are only pulled in for remediation decisions, not the monitoring itself."
4.A.4.c.1.d.1,Issue permits or other legal documents.,65.5,65.0,34.0,65.0,24.0,human_anchored,medium,1,1,"Routine permits are already auto-issued by e-government portals, but conferring legal rights requires a statutorily authorised official to be answerable for the determination."
4.A.3.b.6.h.24,Maintain repair or maintenance records.,65.4,56.0,25.2,54.0,2.5,augmentable,medium,1,1,"CMMS platforms automate most of the record structure, but maintenance logs in regulated domains (aviation, medical devices, lifts) legally require a named certifying technician's attestation that the work was actually performed."
4.A.2.a.4.c.3,Analyze risks to minimize losses or damages.,65.2,71.5,41.1,64.0,34.0,augmentable,medium,3,3,"Quantitative loss modelling is automatable but tail risks and novel exposures are precisely where models fail; an accountable human underwriter, actuary or risk officer must own the residual judgment."
4.A.2.b.2.l.1,Establish work standards.,65.2,68.5,38.1,49.2,45.0,augmentable,medium,1,1,"Drafting standards from observed process data is well within model capability, but the standard only binds if a manager with authority negotiates and ratifies it with the workforce."
4.A.2.b.2.q.3,Develop sustainable organizational policies or practices.,65.2,70.5,40.1,47.5,48.5,augmentable,medium,2,2,"Policy text generation is a near-ideal language task, but policy only exists once negotiated and adopted by accountable leadership, which is a relational and governance act rather than a drafting one."
4.A.4.a.2.d.4,Communicate test or assessment results to medical professionals.,65.2,72.5,42.2,76.2,26.0,augmentable,medium,10,13,"Automated result routing, critical-value alerting and structured report delivery are already deployed; what still binds is a qualified signatory for interpretation and confirmation that urgent findings were actually received."
4.A.4.b.6.g.7,Advise others on educational matters.,65.2,72.0,41.6,38.8,49.5,augmentable,low,4,5,"Broadly stated educational advising is mostly information synthesis and explanation, well within model range; the constraint is tailoring to a specific learner or institution and being believed."
